Average	SD	Min	Max
-8.250473117828369	0.28238240227113015	-8.091304779052734	-8.11169147491455
-2.3078871607780456	0.7410922593406555	-4.405972003936768	-2.079322576522827
-2.069318926334381	0.07377405058306676	-1.9475535154342651	-2.091261863708496
-2.0836707949638367	0.05966324051475074	-2.122175455093384	-2.067155599594116
-2.0971256136894225	0.056089533741504646	-2.1456542015075684	-2.082514762878418
-2.0613837599754334	0.0754665264216715	-2.05289363861084	-2.0332369804382324
-2.0949481964111327	0.09102240865882125	-2.013998508453369	-2.0416100025177
-2.070035493373871	0.0744334662210947	-1.976191759109497	-2.052027702331543
-2.0795170426368714	0.06749888756340404	-2.0500285625457764	-1.9869784116744995
-2.0555007696151733	0.10890172166925983	-2.2798264026641846	-1.993709683418274
-2.086166965961456	0.10151118658384632	-1.9868031740188599	-2.0638630390167236
-2.1010881304740905	0.0817722464051268	-2.1400692462921143	-2.1566836833953857
-2.129339003562927	0.04126041077001166	-2.151843786239624	-2.112539291381836
-2.0926310300827025	0.05073777127387014	-2.0985310077667236	-2.041900396347046
-2.07082884311676	0.06991646133460683	-2.0860893726348877	-2.0932199954986572
-2.080676484107971	0.0987770158616523	-2.2243239879608154	-2.095691204071045
-2.0776962280273437	0.06881819819721588	-2.054313898086548	-2.088843584060669
-2.0664366602897646	0.05831009623899272	-2.0650322437286377	-2.0942680835723877
-2.0625123023986816	0.08473085904323595	-2.14082407951355	-1.9076471328735352
-2.1172340869903565	0.059639771542815696	-2.025749683380127	-2.07140851020813
-2.0964669942855836	0.07005542090257229	-1.9797027111053467	-2.0045840740203857
-2.024836802482605	0.07020327421282622	-2.0636096000671387	-2.0625600814819336
-2.0391352653503416	0.09863230892213509	-1.9828460216522217	-2.0518085956573486
-2.0122859954833983	0.07129183871887426	-1.939488172531128	-1.9519693851470947
-2.0705305337905884	0.06752204886481772	-2.067371368408203	-1.967322587966919
-2.091124439239502	0.05176323123940847	-2.0762484073638916	-2.006917715072632
-2.091615390777588	0.056691013832176305	-2.1596243381500244	-2.0945653915405273
-2.090535748004913	0.059522864473371746	-2.0064926147460938	-2.063261032104492
-2.105608034133911	0.08233550900362073	-2.084315061569214	-2.012880563735962
-2.0393897533416747	0.08795967426404139	-2.046074390411377	-2.0163445472717285
-2.0777628064155578	0.06325968837022536	-2.1013050079345703	-2.0512118339538574
-2.09235622882843	0.06992779947278512	-2.025514602661133	-1.9992456436157227
-2.0807870745658876	0.06370459046206325	-2.103705644607544	-2.061673402786255
-2.057162880897522	0.05205331414954301	-2.0069029331207275	-2.047612190246582
-2.0452021837234495	0.06826669842284112	-2.0823898315429688	-2.0669710636138916
-2.0187559723854065	0.058116925283345465	-1.9739736318588257	-1.95075523853302
-2.0847055077552796	0.06476337782471672	-2.173811674118042	-2.116655111312866
-2.0521501898765564	0.05419773298402125	-2.112433433532715	-2.0167672634124756
-2.101062595844269	0.11776732602480265	-2.234976291656494	-2.036116600036621
-2.068649685382843	0.07507605269298837	-1.9845190048217773	-1.970832109451294
-2.0864890098571776	0.09617866196700725	-2.168534278869629	-1.9647668600082397
-2.029043734073639	0.10065218823521446	-1.8875945806503296	-1.918704867362976
-2.091659164428711	0.04290504183794062	-2.0654823780059814	-2.0121853351593018
-2.044707417488098	0.09091669267012707	-1.8746836185455322	-2.0887413024902344
-2.0977521777153014	0.0823320468896394	-1.95927894115448	-2.0094330310821533
-2.0794806718826293	0.05046006648951128	-2.113321304321289	-2.057727336883545
-2.094820773601532	0.10865187128964553	-2.103877067565918	-2.157682180404663
-2.061275398731232	0.10285054019388859	-2.1450932025909424	-1.8723254203796387
-2.073680055141449	0.0791972926798975	-2.1223676204681396	-2.1317574977874756
-2.035759437084198	0.056765668814532246	-2.0690181255340576	-2.0061264038085938
