Average	SD	Min	Max
1091.153338623047	187.17923497320598	965.0999755859375	1021.9666748046875
1425.2100158691405	299.4270016909992	1027.8333740234375	1670.4000244140625
1619.2900085449219	413.9866898023347	1378.4000244140625	1821.5333251953125
1658.6066772460938	398.66302166632573	1143.1666259765625	1675.6666259765625
1659.6033325195312	512.9061450025837	890.7333374023438	1819.8333740234375
1607.2833251953125	419.14010159379916	1313.699951171875	1849.7332763671875
1586.3533081054688	380.7427447986667	1263.699951171875	2154.833251953125
1716.2000061035155	448.60723947333895	1213.4000244140625	2266.933349609375
1658.8699829101563	493.1110965179492	1213.4000244140625	2514.0
1589.1299926757813	524.4197437738754	1213.4000244140625	2467.300048828125
1810.0566650390624	459.89588499553065	1213.4000244140625	2467.2333984375
1658.239990234375	586.4754932464073	1213.4000244140625	2614.36669921875
1754.4533264160157	558.3770716249107	1213.4000244140625	2636.5
1839.6500122070313	563.0865044521144	1213.4000244140625	2636.5
1783.8233520507813	479.7708137579948	1213.4000244140625	2636.5
1683.0866821289062	488.61773587440575	1213.4000244140625	2636.5
1726.6733642578124	559.4379182461423	1213.4000244140625	2636.5
1635.0199951171876	548.7073425122813	1213.4000244140625	2636.5
1588.6733154296876	533.5357252606791	1213.4000244140625	2636.5
1484.076678466797	526.1210135351697	1213.4000244140625	2636.5
1746.6533325195312	531.8523348369315	1213.4000244140625	2636.5
1749.7966918945312	533.9861129603792	1213.4000244140625	2636.5
1712.983349609375	511.66204798098977	1213.4000244140625	2636.5
1734.3700317382813	521.7531567413006	1213.4000244140625	2636.5
1724.3733520507812	515.9586021801804	1213.4000244140625	2636.5
1761.9300170898437	546.9501848753703	1213.4000244140625	2636.5
1707.133349609375	510.4301066270751	1213.4000244140625	2636.5
1765.2466918945313	550.8350208791092	1213.4000244140625	2636.5
1775.1300170898437	563.4112184335846	1213.4000244140625	2636.5
1776.1800170898437	564.8324828821046	1213.4000244140625	2636.5
1778.5666870117188	568.1220078916816	1213.4000244140625	2636.5
1772.6300170898437	560.0919711506492	1213.4000244140625	2636.5
1768.8866821289062	555.2953176363751	1213.4000244140625	2636.5
1774.8300170898438	563.0080806415559	1213.4000244140625	2636.5
1694.8633544921875	510.0207985786543	1213.4000244140625	2636.5
1686.6033569335937	511.4057255091312	1213.4000244140625	2636.5
1693.233349609375	510.1884938085647	1213.4000244140625	2636.5
1643.906689453125	539.077743700263	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
1649.0866821289062	533.980130245498	1213.4000244140625	2636.5
