Average	SD	Min	Max
-8.932290506362914	0.7970194507723074	-9.385835647583008	-9.777777671813965
-6.783649110794068	1.2603553013486717	-9.647059440612793	-7.91241979598999
-4.046123856306076	2.57377541411071	-9.68201732635498	-6.4753546714782715
-3.020449936389923	2.3066236234801836	-9.313725471496582	-2.0624895095825195
-2.048664891719818	2.3681379232144533	-8.74841594696045	-1.2806040048599243
-2.691206705570221	2.295240344357826	-8.403508186340332	-4.869871616363525
-3.2376320600509643	2.3516222056717555	-8.666666984558105	-3.7096683979034424
-2.6203077673912047	2.2068156315896887	-8.7619047164917	-2.4168388843536377
-2.50332624912262	2.561320444965863	-9.666666984558105	-2.475639820098877
-2.7959573209285735	2.2513422879865668	-8.684209823608398	-3.146256685256958
-3.0265492498874664	2.6288199293037344	-9.666666984558105	-3.5286543369293213
-2.4682237446308135	2.7277954500114063	-9.666666984558105	-2.528210401535034
-2.5047017872333526	2.6262429287147464	-9.0	-1.291032314300537
-2.1084563553333284	2.6050050068567656	-8.666666984558105	-2.5182597637176514
-1.9328286856412888	2.7469641284408945	-9.0	-0.41397836804389954
-2.035313168168068	2.9239048366574654	-9.666666984558105	-0.41397836804389954
-2.0019797712564467	2.8275509016193476	-9.333333015441895	-0.41397836804389954
-1.9704008489847182	2.73688433515613	-9.01754379272461	-0.41397836804389954
-2.0686464697122573	3.0208633720394884	-10.0	-0.41397836804389954
-2.0019797712564467	2.8275509016193476	-9.333333015441895	-0.41397836804389954
-2.0037341505289077	2.8326060517725464	-9.350876808166504	-0.41397836804389954
-2.035313168168068	2.9239048366574654	-9.666666984558105	-0.41397836804389954
-2.0019797712564467	2.8275509016193476	-9.333333015441895	-0.41397836804389954
-2.035313168168068	2.9239048366574654	-9.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
-1.935313168168068	2.6369230345587806	-8.666666984558105	-0.41397836804389954
Total Run Time: 1:13:41
Total Learning Time: 1:12:32
